VendaID,Data,LojaID,ProdutoID,VendedorID,Quantidade,PrecoUnitarioCentavos,CustoUnitarioCentavos,DescontoPct,Status
VEN01097,2025-05-23,L06,P07,VND11,5,15100,8750,0,Concluida
VEN01098,2025-11-17,L08,P09,VND16,1,18700,10850,10,Concluida
VEN01099,2025-02-05,L01,P10,VND02,1,20500,11900,10,Concluida
VEN01100,2025-03-17,L05,P08,VND10,4,16900,9800,5,Concluida
VEN01101,2025-11-10,L08,P05,VND16,4,11500,6650,0,Concluida
VEN01102,2025-01-27,L04,P02,VND07,5,6100,3500,5,Concluida
VEN01103,2025-10-31,L03,P05,VND06,5,11500,6650,5,Concluida
VEN01104,2025-06-03,L03,P09,VND06,4,18700,10850,10,Concluida
VEN01105,2025-11-30,L05,P06,VND09,3,13300,7700,10,Cancelada
VEN01106,2025-01-29,L05,P05,VND10,5,11500,6650,0,Concluida
VEN01107,2025-03-07,L06,P03,VND12,1,7900,4550,10,Concluida
VEN01108,2025-04-23,L02,P08,VND03,5,16900,9800,5,Concluida
VEN01109,2025-04-27,L02,P12,VND04,1,24100,14000,0,Concluida
VEN01110,2025-04-22,L07,P10,VND14,2,20500,11900,0,Concluida
VEN01111,2025-06-26,L08,P01,VND16,5,4300,2450,10,Concluida
VEN01112,2025-09-30,L08,P11,VND15,3,22300,12950,0,Concluida
VEN01113,2025-08-19,L08,P03,VND15,2,7900,4550,5,Concluida
VEN01114,2025-06-24,L05,P03,VND10,2,7900,4550,0,Concluida
VEN01115,2025-05-07,L07,P11,VND13,1,22300,12950,5,Concluida
VEN01116,2025-11-13,L03,P05,VND06,1,11500,6650,5,Concluida
VEN01117,2025-09-19,L08,P12,VND16,1,24100,14000,10,Concluida
VEN01118,2025-05-13,L04,P01,VND07,1,4300,2450,0,Concluida
VEN01119,2025-06-01,L03,P08,VND05,5,16900,9800,10,Concluida
VEN01120,2025-09-02,L07,P02,VND13,2,6100,3500,10,Concluida
VEN01121,2025-04-11,L08,P02,VND16,2,6100,3500,0,Concluida
VEN01122,2025-02-24,L04,P03,VND07,3,7900,4550,10,Cancelada
VEN01123,2025-03-06,L06,P06,VND12,5,13300,7700,5,Concluida
VEN01124,2025-03-22,L08,P04,VND16,1,9700,5600,10,Concluida
VEN01125,2025-07-09,L03,P12,VND06,5,24100,14000,10,Concluida
VEN01126,2025-06-06,L03,P07,VND05,4,15100,8750,5,Concluida
VEN01127,2025-04-27,L05,P03,VND10,3,7900,4550,10,Concluida
VEN01128,2025-06-07,L07,P02,VND14,1,6100,3500,0,Concluida
VEN01129,2025-08-14,L02,P10,VND03,2,20500,11900,0,Concluida
VEN01130,2025-10-11,L01,P12,VND02,4,24100,14000,5,Concluida
VEN01131,2025-04-20,L04,P03,VND07,3,7900,4550,5,Concluida
VEN01132,2025-07-16,L07,P07,VND14,4,15100,8750,0,Concluida
VEN01133,2025-08-01,L03,P09,VND05,4,18700,10850,5,Concluida
VEN01134,2025-07-07,L07,P04,VND13,1,9700,5600,0,Concluida
VEN01135,2025-05-28,L03,P05,VND05,5,11500,6650,10,Concluida
VEN01136,2025-03-25,L01,P05,VND01,2,11500,6650,0,Concluida
VEN01137,2025-03-21,L02,P02,VND03,3,6100,3500,0,Concluida
VEN01138,2025-12-18,L01,P11,VND01,3,22300,12950,5,Concluida
VEN01139,2025-08-04,L08,P04,VND15,3,9700,5600,10,Cancelada
VEN01140,2025-09-27,L02,P05,VND03,1,11500,6650,5,Concluida
VEN01141,2025-09-25,L04,P07,VND08,1,15100,8750,10,Concluida
VEN01142,2025-06-30,L06,P09,VND12,4,18700,10850,5,Concluida
VEN01143,2025-03-14,L05,P05,VND10,5,11500,6650,10,Concluida
VEN01144,2025-01-03,L05,P03,VND09,1,7900,4550,0,Concluida
VEN01145,2025-01-30,L07,P08,VND14,3,16900,9800,5,Concluida
VEN01146,2025-07-23,L04,P11,VND07,4,22300,12950,0,Concluida
VEN01147,2025-03-10,L01,P06,VND02,4,13300,7700,0,Concluida
VEN01148,2025-01-31,L05,P01,VND09,1,4300,2450,0,Concluida
VEN01149,2025-01-25,L06,P10,VND12,5,20500,11900,10,Concluida
VEN01150,2025-01-05,L04,P02,VND07,5,6100,3500,10,Concluida
VEN01151,2025-02-05,L06,P07,VND11,1,15100,8750,10,Concluida
VEN01152,2025-08-02,L05,P04,VND10,4,9700,5600,10,Concluida
VEN01153,2025-01-28,L04,P03,VND08,5,7900,4550,0,Concluida
VEN01154,2025-12-19,L08,P08,VND16,5,16900,9800,0,Concluida
VEN01155,2025-02-17,L02,P02,VND03,2,6100,3500,0,Concluida
VEN01156,2025-06-01,L06,P03,VND11,2,7900,4550,10,Cancelada
VEN01157,2025-03-27,L04,P10,VND07,5,20500,11900,0,Concluida
VEN01158,2025-08-28,L07,P10,VND14,2,20500,11900,10,Concluida
VEN01159,2025-05-29,L06,P01,VND11,1,4300,2450,0,Concluida
VEN01160,2025-06-24,L07,P04,VND14,3,9700,5600,0,Concluida
VEN01161,2025-03-15,L02,P05,VND03,1,11500,6650,10,Concluida
VEN01162,2025-01-12,L03,P09,VND05,5,18700,10850,0,Concluida
VEN01163,2025-05-03,L08,P05,VND16,1,11500,6650,0,Concluida
VEN01164,2025-08-24,L07,P05,VND13,4,11500,6650,5,Concluida
VEN01165,2025-05-20,L08,P05,VND15,1,11500,6650,5,Concluida
VEN01166,2025-06-22,L05,P06,VND09,5,13300,7700,0,Concluida
VEN01167,2025-02-23,L02,P12,VND04,2,24100,14000,0,Concluida
VEN01168,2025-11-21,L08,P04,VND15,3,9700,5600,0,Concluida
VEN01169,2025-09-25,L04,P05,VND07,2,11500,6650,0,Concluida
VEN01170,2025-09-28,L01,P03,VND02,4,7900,4550,0,Concluida
VEN01171,2025-06-09,L08,P04,VND15,5,9700,5600,0,Concluida
VEN01172,2025-08-08,L01,P10,VND02,5,20500,11900,0,Concluida
VEN01173,2025-12-26,L06,P07,VND11,5,15100,8750,0,Cancelada
VEN01174,2025-03-11,L05,P05,VND09,5,11500,6650,10,Concluida
VEN01175,2025-05-19,L06,P11,VND11,3,22300,12950,10,Concluida
VEN01176,2025-01-09,L06,P12,VND11,5,24100,14000,0,Concluida
VEN01177,2025-04-19,L02,P03,VND04,5,7900,4550,10,Concluida
VEN01178,2025-02-16,L06,P09,VND12,5,18700,10850,10,Concluida
VEN01179,2025-10-01,L03,P07,VND06,3,15100,8750,0,Concluida
VEN01180,2025-04-21,L04,P10,VND07,1,20500,11900,0,Concluida
VEN01181,2025-12-23,L04,P12,VND08,2,24100,14000,0,Concluida
VEN01182,2025-10-02,L01,P04,VND02,4,9700,5600,0,Concluida
VEN01183,2025-03-01,L06,P03,VND12,2,7900,4550,0,Concluida
VEN01184,2025-07-16,L01,P06,VND02,1,13300,7700,0,Concluida
VEN01185,2025-08-03,L08,P01,VND16,3,4300,2450,5,Concluida
VEN01186,2025-03-09,L07,P02,VND13,4,6100,3500,10,Concluida
VEN01187,2025-02-13,L08,P03,VND15,4,7900,4550,10,Concluida
VEN01188,2025-08-08,L08,P01,VND15,5,4300,2450,5,Concluida
VEN01189,2025-08-05,L03,P07,VND06,1,15100,8750,0,Concluida
VEN01190,2025-05-07,L05,P11,VND10,2,22300,12950,5,Cancelada
VEN01191,2025-06-04,L03,P05,VND06,2,11500,6650,10,Concluida
VEN01192,2025-01-31,L04,P12,VND07,2,24100,14000,5,Concluida
VEN01193,2025-01-26,L04,P05,VND08,3,11500,6650,0,Concluida
VEN01194,2025-02-11,L02,P09,VND04,4,18700,10850,10,Concluida
VEN01195,2025-08-12,L08,P09,VND15,1,18700,10850,0,Concluida
VEN01196,2025-10-06,L06,P08,VND11,1,16900,9800,0,Concluida
VEN01197,2025-07-24,L02,P10,VND03,2,20500,11900,10,Concluida
VEN01198,2025-12-27,L01,P03,VND01,3,7900,4550,5,Concluida
VEN01199,2025-12-26,L03,P04,VND06,1,9700,5600,0,Concluida
VEN01200,2025-09-04,L05,P09,VND09,4,18700,10850,10,Concluida
VEN00001,2025-01-09,L06,P08,VND12,4,16900,9800,10,Concluida
VEN00002,2025-04-06,L06,P11,VND12,4,22300,12950,5,Concluida
VEN00003,2025-05-28,L02,P08,VND04,1,16900,9800,0,Concluida
VEN00004,2025-05-09,L07,P10,VND14,2,20500,11900,10,Concluida
VEN00005,2025-11-16,L04,P01,VND07,1,4300,2450,5,Concluida
VEN00006,2025-07-28,L03,P05,VND05,2,11500,6650,0,Concluida
VEN00007,2025-06-06,L03,P01,VND05,5,4300,2450,0,Concluida
VEN00008,2025-12-19,L05,P01,VND10,3,4300,2450,0,Concluida
VEN00009,2025-09-11,L03,P10,VND06,4,20500,11900,10,Concluida
VEN00010,2025-04-30,L05,P01,VND09,3,4300,2450,10,Concluida
ERRO001,2025-01-09,L99,P08,VND12,4,16900,9800,10,Concluida
ERRO002,2025-01-09,L06,P08,VND12,-2,16900,9800,10,Concluida
ERRO003,2025-02-30,L06,P08,VND12,4,16900,9800,10,Concluida
ERRO004,2025-01-09,L06,P08,VND12,4,16900,9800,120,Concluida
ERRO005,2025-01-09,L06,P99,VND12,4,16900,9800,10,Concluida
ERRO006,2025-01-09,L06,P08,VND12,4,-1,9800,10,Concluida
VEN00200,2025-11-29,L02,P12,VND03,99,24100,14000,0,Concluida
