VendaID,Data,LojaID,ProdutoID,VendedorID,Quantidade,PrecoUnitarioCentavos,CustoUnitarioCentavos,DescontoPct,Status,ReceitaBrutaCentavos,DescontoCentavos,ReceitaLiquidaCentavos,CustoCentavos,LucroBrutoCentavos
VEN00841,2025-10-13,L07,P03,VND13,4,7900,4550,10,Concluida,31600,3160,28440,18200,10240
VEN00842,2025-11-17,L03,P07,VND06,4,15100,8750,0,Concluida,60400,0,60400,35000,25400
VEN00843,2025-10-09,L06,P01,VND12,4,4300,2450,10,Concluida,17200,1720,15480,9800,5680
VEN00844,2025-01-06,L01,P06,VND02,4,13300,7700,5,Concluida,53200,2660,50540,30800,19740
VEN00845,2025-06-15,L01,P01,VND02,4,4300,2450,0,Concluida,17200,0,17200,9800,7400
VEN00846,2025-07-17,L01,P01,VND02,3,4300,2450,0,Concluida,12900,0,12900,7350,5550
VEN00847,2025-12-13,L07,P06,VND14,2,13300,7700,5,Concluida,26600,1330,25270,15400,9870
VEN00848,2025-03-19,L01,P01,VND01,1,4300,2450,0,Concluida,4300,0,4300,2450,1850
VEN00849,2025-11-19,L03,P06,VND05,5,13300,7700,0,Concluida,66500,0,66500,38500,28000
VEN00851,2025-09-27,L02,P12,VND03,4,24100,14000,0,Concluida,96400,0,96400,56000,40400
VEN00852,2025-11-17,L07,P11,VND14,5,22300,12950,5,Concluida,111500,5575,105925,64750,41175
VEN00853,2025-11-13,L04,P02,VND08,2,6100,3500,5,Concluida,12200,610,11590,7000,4590
VEN00854,2025-11-23,L02,P07,VND03,4,15100,8750,0,Concluida,60400,0,60400,35000,25400
VEN00855,2025-04-01,L07,P10,VND14,1,20500,11900,10,Concluida,20500,2050,18450,11900,6550
VEN00856,2025-10-12,L05,P12,VND09,3,24100,14000,0,Concluida,72300,0,72300,42000,30300
VEN00857,2025-11-04,L03,P10,VND05,5,20500,11900,5,Concluida,102500,5125,97375,59500,37875
VEN00858,2025-02-02,L06,P12,VND11,2,24100,14000,0,Concluida,48200,0,48200,28000,20200
VEN00859,2025-11-30,L02,P05,VND04,5,11500,6650,5,Concluida,57500,2875,54625,33250,21375
VEN00860,2025-08-21,L05,P10,VND09,2,20500,11900,0,Concluida,41000,0,41000,23800,17200
VEN00861,2025-04-02,L01,P05,VND01,2,11500,6650,10,Concluida,23000,2300,20700,13300,7400
VEN00862,2025-10-06,L04,P02,VND07,5,6100,3500,5,Concluida,30500,1525,28975,17500,11475
VEN00863,2025-06-04,L06,P06,VND11,3,13300,7700,0,Concluida,39900,0,39900,23100,16800
VEN00864,2025-08-12,L05,P08,VND10,2,16900,9800,0,Concluida,33800,0,33800,19600,14200
VEN00865,2025-11-29,L03,P04,VND06,1,9700,5600,0,Concluida,9700,0,9700,5600,4100
VEN00866,2025-07-08,L05,P01,VND09,1,4300,2450,0,Concluida,4300,0,4300,2450,1850
VEN00868,2025-02-26,L03,P12,VND06,1,24100,14000,0,Concluida,24100,0,24100,14000,10100
VEN00869,2025-07-28,L08,P09,VND15,3,18700,10850,10,Concluida,56100,5610,50490,32550,17940
VEN00870,2025-08-31,L08,P03,VND15,3,7900,4550,5,Concluida,23700,1185,22515,13650,8865
VEN00871,2025-03-13,L08,P07,VND15,2,15100,8750,0,Concluida,30200,0,30200,17500,12700
VEN00872,2025-08-15,L06,P10,VND12,1,20500,11900,0,Concluida,20500,0,20500,11900,8600
VEN00873,2025-03-07,L02,P06,VND03,1,13300,7700,0,Concluida,13300,0,13300,7700,5600
VEN00874,2025-08-02,L02,P08,VND04,1,16900,9800,0,Concluida,16900,0,16900,9800,7100
VEN00875,2025-10-21,L08,P12,VND16,5,24100,14000,5,Concluida,120500,6025,114475,70000,44475
VEN00876,2025-02-03,L06,P06,VND12,4,13300,7700,0,Concluida,53200,0,53200,30800,22400
VEN00877,2025-04-04,L02,P12,VND04,5,24100,14000,10,Concluida,120500,12050,108450,70000,38450
VEN00878,2025-05-21,L07,P08,VND13,1,16900,9800,0,Concluida,16900,0,16900,9800,7100
VEN00879,2025-10-03,L08,P03,VND16,5,7900,4550,0,Concluida,39500,0,39500,22750,16750
VEN00880,2025-11-09,L03,P06,VND05,3,13300,7700,10,Concluida,39900,3990,35910,23100,12810
VEN00881,2025-09-03,L01,P09,VND01,2,18700,10850,0,Concluida,37400,0,37400,21700,15700
VEN00882,2025-05-03,L08,P04,VND16,2,9700,5600,0,Concluida,19400,0,19400,11200,8200
VEN00883,2025-03-04,L07,P01,VND13,5,4300,2450,10,Concluida,21500,2150,19350,12250,7100
VEN00885,2025-03-30,L06,P01,VND11,1,4300,2450,0,Concluida,4300,0,4300,2450,1850
VEN00886,2025-12-12,L05,P09,VND10,2,18700,10850,10,Concluida,37400,3740,33660,21700,11960
VEN00887,2025-01-21,L02,P02,VND04,1,6100,3500,0,Concluida,6100,0,6100,3500,2600
VEN00888,2025-03-12,L05,P10,VND10,1,20500,11900,0,Concluida,20500,0,20500,11900,8600
VEN00889,2025-05-24,L01,P06,VND01,1,13300,7700,0,Concluida,13300,0,13300,7700,5600
VEN00890,2025-07-09,L01,P08,VND02,5,16900,9800,0,Concluida,84500,0,84500,49000,35500
VEN00891,2025-11-16,L02,P11,VND04,3,22300,12950,0,Concluida,66900,0,66900,38850,28050
VEN00892,2025-07-30,L08,P05,VND15,3,11500,6650,10,Concluida,34500,3450,31050,19950,11100
VEN00893,2025-03-20,L04,P05,VND07,4,11500,6650,5,Concluida,46000,2300,43700,26600,17100
VEN00894,2025-12-14,L01,P10,VND02,2,20500,11900,10,Concluida,41000,4100,36900,23800,13100
VEN00895,2025-06-08,L03,P01,VND06,3,4300,2450,10,Concluida,12900,1290,11610,7350,4260
VEN00896,2025-02-28,L03,P10,VND06,3,20500,11900,0,Concluida,61500,0,61500,35700,25800
VEN00897,2025-04-26,L03,P05,VND06,2,11500,6650,0,Concluida,23000,0,23000,13300,9700
VEN00898,2025-03-17,L08,P07,VND16,3,15100,8750,0,Concluida,45300,0,45300,26250,19050
VEN00899,2025-11-21,L06,P02,VND12,4,6100,3500,0,Concluida,24400,0,24400,14000,10400
VEN00900,2025-04-28,L07,P04,VND13,4,9700,5600,10,Concluida,38800,3880,34920,22400,12520
VEN00902,2025-02-20,L01,P04,VND02,2,9700,5600,0,Concluida,19400,0,19400,11200,8200
VEN00903,2025-03-06,L07,P11,VND13,4,22300,12950,10,Concluida,89200,8920,80280,51800,28480
VEN00904,2025-09-21,L05,P03,VND09,4,7900,4550,0,Concluida,31600,0,31600,18200,13400
VEN00905,2025-11-09,L06,P07,VND12,1,15100,8750,0,Concluida,15100,0,15100,8750,6350
VEN00906,2025-11-24,L08,P03,VND15,5,7900,4550,0,Concluida,39500,0,39500,22750,16750
VEN00907,2025-05-27,L06,P12,VND12,5,24100,14000,0,Concluida,120500,0,120500,70000,50500
VEN00908,2025-02-12,L07,P11,VND13,1,22300,12950,0,Concluida,22300,0,22300,12950,9350
VEN00909,2025-08-24,L01,P01,VND01,4,4300,2450,5,Concluida,17200,860,16340,9800,6540
VEN00910,2025-06-06,L07,P12,VND14,2,24100,14000,0,Concluida,48200,0,48200,28000,20200
VEN00911,2025-08-30,L05,P03,VND09,1,7900,4550,0,Concluida,7900,0,7900,4550,3350
VEN00912,2025-05-15,L04,P12,VND07,2,24100,14000,0,Concluida,48200,0,48200,28000,20200
VEN00913,2025-06-08,L03,P08,VND05,3,16900,9800,0,Concluida,50700,0,50700,29400,21300
VEN00914,2025-03-26,L08,P09,VND16,1,18700,10850,5,Concluida,18700,935,17765,10850,6915
VEN00915,2025-11-29,L05,P07,VND09,4,15100,8750,0,Concluida,60400,0,60400,35000,25400
VEN00916,2025-02-28,L06,P09,VND12,1,18700,10850,10,Concluida,18700,1870,16830,10850,5980
VEN00917,2025-06-14,L05,P10,VND10,2,20500,11900,10,Concluida,41000,4100,36900,23800,13100
VEN00919,2025-03-07,L08,P04,VND16,4,9700,5600,5,Concluida,38800,1940,36860,22400,14460
VEN00920,2025-04-24,L01,P02,VND01,4,6100,3500,0,Concluida,24400,0,24400,14000,10400
VEN00921,2025-07-27,L08,P02,VND16,4,6100,3500,10,Concluida,24400,2440,21960,14000,7960
VEN00922,2025-07-13,L06,P04,VND11,2,9700,5600,0,Concluida,19400,0,19400,11200,8200
VEN00923,2025-02-02,L06,P09,VND12,3,18700,10850,0,Concluida,56100,0,56100,32550,23550
VEN00924,2025-02-08,L03,P02,VND05,5,6100,3500,5,Concluida,30500,1525,28975,17500,11475
VEN00925,2025-05-17,L04,P01,VND08,4,4300,2450,5,Concluida,17200,860,16340,9800,6540
VEN00926,2025-10-27,L03,P01,VND06,4,4300,2450,0,Concluida,17200,0,17200,9800,7400
VEN00927,2025-04-25,L07,P11,VND13,2,22300,12950,0,Concluida,44600,0,44600,25900,18700
VEN00928,2025-11-12,L06,P09,VND12,1,18700,10850,5,Concluida,18700,935,17765,10850,6915
VEN00929,2025-03-17,L01,P03,VND01,2,7900,4550,0,Concluida,15800,0,15800,9100,6700
VEN00930,2025-08-24,L05,P11,VND09,1,22300,12950,0,Concluida,22300,0,22300,12950,9350
VEN00931,2025-10-11,L08,P02,VND16,2,6100,3500,0,Concluida,12200,0,12200,7000,5200
VEN00932,2025-10-10,L05,P01,VND10,2,4300,2450,10,Concluida,8600,860,7740,4900,2840
VEN00933,2025-04-23,L05,P06,VND10,5,13300,7700,0,Concluida,66500,0,66500,38500,28000
VEN00934,2025-08-05,L06,P11,VND12,5,22300,12950,0,Concluida,111500,0,111500,64750,46750
VEN00936,2025-01-02,L08,P04,VND16,5,9700,5600,0,Concluida,48500,0,48500,28000,20500
VEN00937,2025-02-07,L02,P03,VND04,2,7900,4550,5,Concluida,15800,790,15010,9100,5910
VEN00938,2025-08-03,L08,P09,VND16,5,18700,10850,10,Concluida,93500,9350,84150,54250,29900
VEN00939,2025-09-30,L08,P10,VND15,1,20500,11900,5,Concluida,20500,1025,19475,11900,7575
VEN00940,2025-12-10,L05,P01,VND10,1,4300,2450,10,Concluida,4300,430,3870,2450,1420
VEN00941,2025-07-13,L04,P04,VND08,1,9700,5600,0,Concluida,9700,0,9700,5600,4100
VEN00942,2025-04-22,L02,P11,VND04,3,22300,12950,10,Concluida,66900,6690,60210,38850,21360
VEN00943,2025-05-28,L01,P02,VND01,3,6100,3500,10,Concluida,18300,1830,16470,10500,5970
VEN00944,2025-10-24,L01,P07,VND02,2,15100,8750,5,Concluida,30200,1510,28690,17500,11190
VEN00945,2025-05-01,L02,P05,VND04,3,11500,6650,5,Concluida,34500,1725,32775,19950,12825
VEN00946,2025-08-06,L01,P01,VND01,3,4300,2450,0,Concluida,12900,0,12900,7350,5550
VEN00947,2025-07-01,L03,P06,VND05,2,13300,7700,0,Concluida,26600,0,26600,15400,11200
VEN00948,2025-11-10,L05,P10,VND10,2,20500,11900,10,Concluida,41000,4100,36900,23800,13100
VEN00949,2025-10-18,L02,P08,VND03,1,16900,9800,0,Concluida,16900,0,16900,9800,7100
VEN00950,2025-05-19,L06,P05,VND11,5,11500,6650,5,Concluida,57500,2875,54625,33250,21375
VEN00951,2025-12-22,L07,P04,VND13,3,9700,5600,0,Concluida,29100,0,29100,16800,12300
VEN00953,2025-03-06,L02,P11,VND04,1,22300,12950,0,Concluida,22300,0,22300,12950,9350
VEN00954,2025-10-07,L07,P11,VND14,2,22300,12950,10,Concluida,44600,4460,40140,25900,14240
VEN00955,2025-02-04,L02,P05,VND03,2,11500,6650,5,Concluida,23000,1150,21850,13300,8550
VEN00956,2025-06-29,L02,P01,VND03,2,4300,2450,0,Concluida,8600,0,8600,4900,3700
VEN00957,2025-10-06,L03,P02,VND05,5,6100,3500,5,Concluida,30500,1525,28975,17500,11475
VEN00958,2025-04-24,L06,P07,VND12,2,15100,8750,0,Concluida,30200,0,30200,17500,12700
VEN00959,2025-11-22,L03,P11,VND06,1,22300,12950,10,Concluida,22300,2230,20070,12950,7120
VEN00960,2025-10-31,L01,P10,VND02,5,20500,11900,5,Concluida,102500,5125,97375,59500,37875
VEN00961,2025-09-08,L02,P05,VND03,4,11500,6650,0,Concluida,46000,0,46000,26600,19400
VEN00962,2025-09-14,L06,P05,VND12,1,11500,6650,10,Concluida,11500,1150,10350,6650,3700
VEN00963,2025-04-06,L07,P12,VND14,3,24100,14000,10,Concluida,72300,7230,65070,42000,23070
VEN00964,2025-02-11,L04,P06,VND07,5,13300,7700,10,Concluida,66500,6650,59850,38500,21350
VEN00965,2025-07-23,L04,P11,VND07,5,22300,12950,0,Concluida,111500,0,111500,64750,46750
VEN00966,2025-09-14,L06,P10,VND12,3,20500,11900,0,Concluida,61500,0,61500,35700,25800
VEN00967,2025-12-20,L08,P08,VND15,5,16900,9800,10,Concluida,84500,8450,76050,49000,27050
VEN00968,2025-11-02,L07,P03,VND13,3,7900,4550,10,Concluida,23700,2370,21330,13650,7680
VEN00970,2025-12-17,L01,P05,VND01,2,11500,6650,5,Concluida,23000,1150,21850,13300,8550
VEN00971,2025-01-19,L02,P11,VND04,2,22300,12950,5,Concluida,44600,2230,42370,25900,16470
VEN00972,2025-01-06,L02,P11,VND03,3,22300,12950,0,Concluida,66900,0,66900,38850,28050
VEN00973,2025-10-05,L07,P08,VND14,5,16900,9800,10,Concluida,84500,8450,76050,49000,27050
VEN00974,2025-10-16,L04,P05,VND07,5,11500,6650,10,Concluida,57500,5750,51750,33250,18500
VEN00975,2025-03-24,L05,P11,VND09,4,22300,12950,0,Concluida,89200,0,89200,51800,37400
VEN00976,2025-02-14,L01,P03,VND01,2,7900,4550,0,Concluida,15800,0,15800,9100,6700
VEN00977,2025-07-01,L05,P09,VND09,4,18700,10850,5,Concluida,74800,3740,71060,43400,27660
VEN00978,2025-11-27,L03,P01,VND05,5,4300,2450,5,Concluida,21500,1075,20425,12250,8175
VEN00979,2025-04-20,L08,P03,VND15,2,7900,4550,0,Concluida,15800,0,15800,9100,6700
VEN00980,2025-07-15,L08,P11,VND15,3,22300,12950,5,Concluida,66900,3345,63555,38850,24705
VEN00981,2025-07-26,L02,P08,VND03,1,16900,9800,10,Concluida,16900,1690,15210,9800,5410
VEN00982,2025-11-09,L07,P06,VND13,2,13300,7700,0,Concluida,26600,0,26600,15400,11200
VEN00983,2025-08-29,L05,P06,VND09,2,13300,7700,0,Concluida,26600,0,26600,15400,11200
VEN00984,2025-11-14,L05,P08,VND10,3,16900,9800,0,Concluida,50700,0,50700,29400,21300
VEN00985,2025-01-18,L02,P09,VND03,4,18700,10850,0,Concluida,74800,0,74800,43400,31400
VEN00987,2025-12-06,L05,P03,VND09,2,7900,4550,0,Concluida,15800,0,15800,9100,6700
VEN00988,2025-05-02,L02,P11,VND03,5,22300,12950,0,Concluida,111500,0,111500,64750,46750
VEN00989,2025-04-14,L08,P10,VND15,5,20500,11900,10,Concluida,102500,10250,92250,59500,32750
VEN00990,2025-10-10,L01,P12,VND02,3,24100,14000,10,Concluida,72300,7230,65070,42000,23070
VEN00991,2025-01-10,L06,P01,VND12,2,4300,2450,0,Concluida,8600,0,8600,4900,3700
VEN00992,2025-10-04,L01,P05,VND01,1,11500,6650,5,Concluida,11500,575,10925,6650,4275
VEN00993,2025-08-21,L02,P01,VND04,2,4300,2450,0,Concluida,8600,0,8600,4900,3700
VEN00994,2025-04-02,L05,P08,VND10,4,16900,9800,0,Concluida,67600,0,67600,39200,28400
VEN00995,2025-05-31,L06,P12,VND11,4,24100,14000,0,Concluida,96400,0,96400,56000,40400
VEN00996,2025-07-19,L01,P01,VND01,3,4300,2450,10,Concluida,12900,1290,11610,7350,4260
VEN00997,2025-03-26,L08,P08,VND16,4,16900,9800,10,Concluida,67600,6760,60840,39200,21640
VEN00998,2025-03-01,L01,P01,VND01,2,4300,2450,5,Concluida,8600,430,8170,4900,3270
VEN00999,2025-10-16,L07,P11,VND14,1,22300,12950,10,Concluida,22300,2230,20070,12950,7120
VEN01000,2025-04-09,L05,P10,VND09,4,20500,11900,0,Concluida,82000,0,82000,47600,34400
VEN01001,2025-06-20,L05,P03,VND10,3,7900,4550,0,Concluida,23700,0,23700,13650,10050
VEN01002,2025-07-06,L07,P04,VND14,1,9700,5600,0,Concluida,9700,0,9700,5600,4100
VEN01004,2025-10-11,L02,P12,VND04,5,24100,14000,5,Concluida,120500,6025,114475,70000,44475
VEN01005,2025-11-18,L02,P04,VND04,5,9700,5600,5,Concluida,48500,2425,46075,28000,18075
VEN01006,2025-02-12,L08,P01,VND16,5,4300,2450,10,Concluida,21500,2150,19350,12250,7100
VEN01007,2025-04-21,L03,P10,VND05,2,20500,11900,10,Concluida,41000,4100,36900,23800,13100
VEN01008,2025-06-12,L02,P03,VND04,1,7900,4550,10,Concluida,7900,790,7110,4550,2560
VEN01009,2025-12-18,L07,P04,VND14,5,9700,5600,0,Concluida,48500,0,48500,28000,20500
VEN01010,2025-08-03,L03,P08,VND06,3,16900,9800,0,Concluida,50700,0,50700,29400,21300
VEN01011,2025-04-22,L07,P03,VND14,4,7900,4550,5,Concluida,31600,1580,30020,18200,11820
VEN01012,2025-09-22,L08,P11,VND15,2,22300,12950,5,Concluida,44600,2230,42370,25900,16470
VEN01013,2025-05-05,L08,P07,VND16,2,15100,8750,0,Concluida,30200,0,30200,17500,12700
VEN01014,2025-11-14,L02,P10,VND04,4,20500,11900,0,Concluida,82000,0,82000,47600,34400
VEN01015,2025-11-04,L08,P05,VND16,3,11500,6650,0,Concluida,34500,0,34500,19950,14550
VEN01016,2025-09-18,L04,P11,VND08,1,22300,12950,0,Concluida,22300,0,22300,12950,9350
VEN01017,2025-10-13,L06,P02,VND12,5,6100,3500,5,Concluida,30500,1525,28975,17500,11475
VEN01018,2025-02-05,L03,P06,VND06,5,13300,7700,5,Concluida,66500,3325,63175,38500,24675
VEN01019,2025-06-29,L01,P06,VND01,1,13300,7700,5,Concluida,13300,665,12635,7700,4935
VEN01021,2025-11-29,L05,P12,VND10,4,24100,14000,0,Concluida,96400,0,96400,56000,40400
VEN01022,2025-06-14,L03,P04,VND05,4,9700,5600,5,Concluida,38800,1940,36860,22400,14460
VEN01023,2025-02-04,L03,P06,VND05,4,13300,7700,0,Concluida,53200,0,53200,30800,22400
VEN01024,2025-08-30,L08,P10,VND15,1,20500,11900,0,Concluida,20500,0,20500,11900,8600
VEN01025,2025-05-15,L02,P04,VND03,1,9700,5600,10,Concluida,9700,970,8730,5600,3130
VEN01026,2025-12-12,L06,P07,VND12,2,15100,8750,0,Concluida,30200,0,30200,17500,12700
VEN01027,2025-06-15,L05,P12,VND10,2,24100,14000,10,Concluida,48200,4820,43380,28000,15380
VEN01028,2025-07-07,L01,P12,VND02,5,24100,14000,0,Concluida,120500,0,120500,70000,50500
VEN01029,2025-05-02,L01,P05,VND01,2,11500,6650,0,Concluida,23000,0,23000,13300,9700
VEN01030,2025-11-14,L02,P02,VND03,1,6100,3500,0,Concluida,6100,0,6100,3500,2600
VEN01031,2025-11-26,L03,P02,VND06,3,6100,3500,0,Concluida,18300,0,18300,10500,7800
VEN01032,2025-01-06,L03,P02,VND06,5,6100,3500,10,Concluida,30500,3050,27450,17500,9950
VEN01033,2025-03-21,L01,P11,VND02,2,22300,12950,0,Concluida,44600,0,44600,25900,18700
VEN01034,2025-08-22,L05,P12,VND09,2,24100,14000,10,Concluida,48200,4820,43380,28000,15380
VEN01035,2025-10-04,L04,P05,VND07,4,11500,6650,0,Concluida,46000,0,46000,26600,19400
VEN01036,2025-11-23,L05,P09,VND10,2,18700,10850,5,Concluida,37400,1870,35530,21700,13830
VEN01038,2025-06-15,L08,P06,VND15,1,13300,7700,5,Concluida,13300,665,12635,7700,4935
VEN01039,2025-07-26,L01,P09,VND01,5,18700,10850,10,Concluida,93500,9350,84150,54250,29900
VEN01040,2025-10-20,L04,P03,VND08,3,7900,4550,5,Concluida,23700,1185,22515,13650,8865
VEN01041,2025-06-01,L07,P07,VND14,4,15100,8750,0,Concluida,60400,0,60400,35000,25400
VEN01042,2025-12-01,L04,P12,VND08,3,24100,14000,5,Concluida,72300,3615,68685,42000,26685
VEN01043,2025-02-23,L01,P02,VND02,5,6100,3500,0,Concluida,30500,0,30500,17500,13000
VEN01044,2025-11-26,L03,P12,VND06,4,24100,14000,0,Concluida,96400,0,96400,56000,40400
VEN01045,2025-04-29,L06,P07,VND12,5,15100,8750,0,Concluida,75500,0,75500,43750,31750
VEN01046,2025-03-05,L05,P01,VND10,4,4300,2450,0,Concluida,17200,0,17200,9800,7400
VEN01047,2025-03-12,L08,P10,VND16,3,20500,11900,0,Concluida,61500,0,61500,35700,25800
VEN01048,2025-01-11,L05,P10,VND09,4,20500,11900,0,Concluida,82000,0,82000,47600,34400
VEN01049,2025-03-03,L06,P09,VND11,1,18700,10850,10,Concluida,18700,1870,16830,10850,5980
VEN01050,2025-06-07,L01,P01,VND02,3,4300,2450,5,Concluida,12900,645,12255,7350,4905
VEN01051,2025-01-29,L07,P07,VND13,3,15100,8750,0,Concluida,45300,0,45300,26250,19050
VEN01052,2025-09-13,L02,P04,VND03,4,9700,5600,0,Concluida,38800,0,38800,22400,16400
VEN01053,2025-08-17,L06,P02,VND12,3,6100,3500,0,Concluida,18300,0,18300,10500,7800
VEN01055,2025-06-28,L07,P08,VND13,1,16900,9800,10,Concluida,16900,1690,15210,9800,5410
VEN01056,2025-05-13,L08,P09,VND15,4,18700,10850,10,Concluida,74800,7480,67320,43400,23920
VEN01057,2025-03-04,L04,P06,VND08,3,13300,7700,10,Concluida,39900,3990,35910,23100,12810
VEN01058,2025-09-25,L07,P10,VND14,4,20500,11900,5,Concluida,82000,4100,77900,47600,30300
VEN01059,2025-09-26,L05,P01,VND09,1,4300,2450,10,Concluida,4300,430,3870,2450,1420
VEN01060,2025-09-28,L06,P09,VND11,3,18700,10850,0,Concluida,56100,0,56100,32550,23550
VEN01061,2025-04-19,L05,P11,VND09,5,22300,12950,10,Concluida,111500,11150,100350,64750,35600
VEN01062,2025-07-29,L04,P05,VND08,1,11500,6650,10,Concluida,11500,1150,10350,6650,3700
VEN01063,2025-03-26,L06,P12,VND11,4,24100,14000,10,Concluida,96400,9640,86760,56000,30760
VEN01064,2025-10-12,L02,P05,VND04,4,11500,6650,0,Concluida,46000,0,46000,26600,19400
VEN01065,2025-03-21,L06,P04,VND11,4,9700,5600,5,Concluida,38800,1940,36860,22400,14460
VEN01066,2025-03-09,L02,P06,VND04,5,13300,7700,10,Concluida,66500,6650,59850,38500,21350
VEN01067,2025-06-10,L02,P06,VND04,3,13300,7700,5,Concluida,39900,1995,37905,23100,14805
VEN01068,2025-07-25,L05,P05,VND10,4,11500,6650,10,Concluida,46000,4600,41400,26600,14800
VEN01069,2025-03-16,L06,P12,VND11,3,24100,14000,0,Concluida,72300,0,72300,42000,30300
VEN01070,2025-12-31,L05,P05,VND09,1,11500,6650,0,Concluida,11500,0,11500,6650,4850
VEN01072,2025-05-22,L02,P02,VND03,2,6100,3500,0,Concluida,12200,0,12200,7000,5200
VEN01073,2025-01-30,L01,P03,VND01,4,7900,4550,5,Concluida,31600,1580,30020,18200,11820
VEN01074,2025-02-22,L05,P07,VND09,1,15100,8750,5,Concluida,15100,755,14345,8750,5595
VEN01075,2025-10-15,L02,P07,VND03,5,15100,8750,0,Concluida,75500,0,75500,43750,31750
VEN01076,2025-12-14,L01,P02,VND02,4,6100,3500,0,Concluida,24400,0,24400,14000,10400
VEN01077,2025-03-10,L04,P12,VND08,2,24100,14000,0,Concluida,48200,0,48200,28000,20200
VEN01078,2025-09-25,L07,P02,VND14,2,6100,3500,5,Concluida,12200,610,11590,7000,4590
VEN01079,2025-06-25,L07,P10,VND14,5,20500,11900,0,Concluida,102500,0,102500,59500,43000
VEN01080,2025-11-15,L08,P05,VND15,5,11500,6650,0,Concluida,57500,0,57500,33250,24250
VEN01081,2025-12-30,L01,P07,VND02,2,15100,8750,0,Concluida,30200,0,30200,17500,12700
VEN01082,2025-11-16,L05,P09,VND10,5,18700,10850,10,Concluida,93500,9350,84150,54250,29900
VEN01083,2025-02-27,L03,P09,VND05,4,18700,10850,10,Concluida,74800,7480,67320,43400,23920
VEN01084,2025-05-12,L07,P05,VND14,5,11500,6650,10,Concluida,57500,5750,51750,33250,18500
VEN01085,2025-11-09,L03,P06,VND05,5,13300,7700,10,Concluida,66500,6650,59850,38500,21350
VEN01086,2025-10-23,L05,P06,VND10,1,13300,7700,10,Concluida,13300,1330,11970,7700,4270
VEN01087,2025-09-08,L05,P01,VND09,4,4300,2450,5,Concluida,17200,860,16340,9800,6540
VEN01089,2025-11-17,L03,P01,VND06,5,4300,2450,5,Concluida,21500,1075,20425,12250,8175
VEN01090,2025-06-15,L01,P08,VND02,2,16900,9800,0,Concluida,33800,0,33800,19600,14200
VEN01091,2025-05-21,L04,P10,VND07,5,20500,11900,5,Concluida,102500,5125,97375,59500,37875
VEN01092,2025-04-28,L06,P11,VND11,5,22300,12950,10,Concluida,111500,11150,100350,64750,35600
VEN01093,2025-10-02,L05,P11,VND10,5,22300,12950,5,Concluida,111500,5575,105925,64750,41175
VEN01094,2025-10-07,L07,P01,VND13,3,4300,2450,0,Concluida,12900,0,12900,7350,5550
VEN01095,2025-04-02,L05,P11,VND09,3,22300,12950,0,Concluida,66900,0,66900,38850,28050
VEN01096,2025-02-13,L07,P01,VND13,3,4300,2450,5,Concluida,12900,645,12255,7350,4905
VEN01097,2025-05-23,L06,P07,VND11,5,15100,8750,0,Concluida,75500,0,75500,43750,31750
VEN01098,2025-11-17,L08,P09,VND16,1,18700,10850,10,Concluida,18700,1870,16830,10850,5980
VEN01099,2025-02-05,L01,P10,VND02,1,20500,11900,10,Concluida,20500,2050,18450,11900,6550
VEN01100,2025-03-17,L05,P08,VND10,4,16900,9800,5,Concluida,67600,3380,64220,39200,25020
VEN01101,2025-11-10,L08,P05,VND16,4,11500,6650,0,Concluida,46000,0,46000,26600,19400
VEN01102,2025-01-27,L04,P02,VND07,5,6100,3500,5,Concluida,30500,1525,28975,17500,11475
VEN01103,2025-10-31,L03,P05,VND06,5,11500,6650,5,Concluida,57500,2875,54625,33250,21375
VEN01104,2025-06-03,L03,P09,VND06,4,18700,10850,10,Concluida,74800,7480,67320,43400,23920
VEN01106,2025-01-29,L05,P05,VND10,5,11500,6650,0,Concluida,57500,0,57500,33250,24250
VEN01107,2025-03-07,L06,P03,VND12,1,7900,4550,10,Concluida,7900,790,7110,4550,2560
VEN01108,2025-04-23,L02,P08,VND03,5,16900,9800,5,Concluida,84500,4225,80275,49000,31275
VEN01109,2025-04-27,L02,P12,VND04,1,24100,14000,0,Concluida,24100,0,24100,14000,10100
VEN01110,2025-04-22,L07,P10,VND14,2,20500,11900,0,Concluida,41000,0,41000,23800,17200
VEN01111,2025-06-26,L08,P01,VND16,5,4300,2450,10,Concluida,21500,2150,19350,12250,7100
VEN01112,2025-09-30,L08,P11,VND15,3,22300,12950,0,Concluida,66900,0,66900,38850,28050
VEN01113,2025-08-19,L08,P03,VND15,2,7900,4550,5,Concluida,15800,790,15010,9100,5910
VEN01114,2025-06-24,L05,P03,VND10,2,7900,4550,0,Concluida,15800,0,15800,9100,6700
VEN01115,2025-05-07,L07,P11,VND13,1,22300,12950,5,Concluida,22300,1115,21185,12950,8235
VEN01116,2025-11-13,L03,P05,VND06,1,11500,6650,5,Concluida,11500,575,10925,6650,4275
VEN01117,2025-09-19,L08,P12,VND16,1,24100,14000,10,Concluida,24100,2410,21690,14000,7690
VEN01118,2025-05-13,L04,P01,VND07,1,4300,2450,0,Concluida,4300,0,4300,2450,1850
VEN01119,2025-06-01,L03,P08,VND05,5,16900,9800,10,Concluida,84500,8450,76050,49000,27050
VEN01120,2025-09-02,L07,P02,VND13,2,6100,3500,10,Concluida,12200,1220,10980,7000,3980
